"","year","length"
"52757",1971,78
"52758",1984,97
"52759",2004,84
"52760",1966,126
"52761",1968,89
"52762",1983,90
"52763",1948,56
"52764",2001,88
"52765",2000,105
"52766",1979,7
"52767",1994,105
"52768",1999,83
"52769",1953,84
"52770",1958,98
"52771",1942,8
"52772",1983,96
"52773",2004,81
"52774",1999,34
"52775",1944,85
"52776",2003,87
"52777",1926,88
"52778",1998,97
"52779",1989,101
"52780",1989,76
"52781",1990,86
"52782",1940,88
"52783",1958,6
"52784",1942,99
"52785",2001,103
"52786",1941,7
"52787",1943,7
"52788",1934,9
"52789",1978,110
"52790",1970,80
"52791",1967,93
"52792",1937,21
"52793",1939,57
"52794",1965,62
"52795",1941,100
"52796",1956,112
"52797",2001,126
"52798",1973,104
"52799",1976,117
"52800",1962,95
"52801",1958,7
"52802",1995,114
"52803",1994,54
"52804",1995,111
"52805",2002,90
"52806",2000,95
"52807",1997,100
"52808",1990,113
"52809",2000,84
"52810",1996,125
"52811",1991,102
"52812",2001,94
"52813",1998,88
"52814",1993,78
"52815",2000,94
"52816",1971,89
"52817",2003,70
"52818",1961,104
"52819",1959,97
"52820",1979,85
"52821",1960,77
"52822",1995,110
"52823",1933,80
"52824",1991,108
"52825",1961,107
"52826",1978,80
"52827",1982,111
"52828",1979,95
"52829",2003,103
"52830",1994,19
"52831",1993,29
"52832",1997,107
"52833",1991,180
"52834",1955,85
"52835",1980,93
"52836",1986,101
"52837",1973,106
"52838",1958,106
"52839",1960,72
"52840",1964,42
"52841",1967,78
"52842",1959,93
"52843",1969,107
"52844",2004,91
"52845",1974,90
"52846",1971,59
"52847",1979,95
"52848",2004,99
"52849",2002,103
"52850",1968,93
"52851",1932,7
"52852",1983,93
"52853",1999,105
"52854",1980,95
"52855",1954,94
"52856",2002,90
"52857",2003,106
"52858",1949,64
"52859",1983,106
"52860",1936,76
"52861",1986,104
"52862",1987,110
"52863",2003,88
"52864",1930,20
"52865",1958,72
"52866",1952,85
"52867",1973,85
"52868",1994,10
"52869",2001,92
"52870",1994,15
"52871",1955,120
"52872",1928,14
"52873",1990,85
"52874",1979,90
"52875",1984,60
"52876",1999,10
"52877",1991,115
"52878",1999,90
"52879",1994,11
"52880",1982,108
"52881",1961,88
"52882",1974,106
"52883",1993,90
"52884",2004,82
"52885",1996,4
"52886",2004,94
"52887",2005,105
"52888",1980,11
"52889",2004,88
"52890",1972,95
"52891",2000,96
"52892",1982,90
"52893",1974,121
"52894",2003,85
"52895",2003,84
"52896",2001,112
"52897",1992,107
"52898",1985,96
"52899",1937,98
"52900",1956,115
"52901",1932,21
"52902",2002,22
"52903",1972,85
"52904",1939,92
"52905",1962,79
"52906",1941,62
"52907",1974,165
"52908",1963,10
"52909",2001,104
"52910",1979,85
"52911",1971,97
"52912",1956,107
"52913",1965,89
"52914",1976,90
"52915",1944,77
"52916",1961,105
"52917",1957,95
"52918",1944,12
"52919",1999,69
"52920",1952,79
"52921",1993,89
"52922",1989,102
"52923",1989,96
"52924",1998,10
"52925",1971,72
"52926",2002,88
"52927",1984,85
"52928",1991,112
"52929",1999,7
"52930",1995,81
"52931",1999,92
"52932",1956,88
"52933",1949,7
"52934",1936,6
"52935",1941,7
"52936",1938,96
"52937",1982,102
"52938",1934,8
"52939",1966,8
"52940",1992,122
"52941",1972,85
"52942",1963,90
"52943",1997,10
"52944",1992,90
"52945",1990,105
"52946",1983,103
"52947",1992,105
"52948",2003,96
"52949",1984,80
"52950",1999,98
"52951",2001,90
"52952",1988,90
"52953",2003,10
"52954",1954,102
"52955",1976,90
"52956",1976,98
"52957",2002,90
"52958",1994,87
"52959",1976,90
"52960",2002,92
"52961",1995,99
"52962",2000,95
"52963",2003,97
"52964",1937,5
"52965",1938,93
"52966",1931,122
"52967",1973,101
"52968",1931,15
"52969",1932,8
"52970",1954,167
"52971",1994,83
"52972",1983,118
"52973",1954,93
"52974",2000,147
"52975",1931,8
"52976",1913,88
"52977",1946,19
"52978",1974,102
"52979",1971,96
"52980",2004,15
"52981",1999,95
"52982",2004,5
"52983",1981,116
"52984",1971,140
"52985",1952,90
"52986",2003,118
"52987",1975,110
"52988",1993,103
"52989",1972,113
"52990",1934,55
"52991",1936,77
"52992",1952,60
"52993",1993,8
"52994",1947,84
"52995",1928,87
"52996",1950,67
"52997",1936,102
"52998",1982,96
"52999",1950,55
"53000",1940,75
"53001",1947,67
"53002",1950,6
"53003",1999,90
"53004",2003,80
"53005",2001,9
"53006",1936,56
"53007",1966,5
"53008",2001,80
"53009",2000,93
"53010",1975,89
"53011",1973,92
"53012",1965,92
"53013",1984,90
"53014",1998,103
"53015",1971,32
"53016",1987,88
"53017",1949,88
"53018",2000,50
"53019",1998,111
"53020",1950,56
"53021",1973,95
"53022",1964,133
"53023",1988,90
"53024",2001,120
"53025",1936,7
"53026",2002,90
"53027",1996,94
"53028",1999,12
"53029",1973,90
"53030",1999,91
"53031",1957,88
"53032",1976,90
"53033",2002,102
"53034",1991,85
"53035",2002,56
"53036",1915,32
"53037",1978,90
"53038",1990,90
"53039",2004,14
"53040",1959,81
"53041",1966,5
"53042",1998,94
"53043",1997,54
"53044",1985,76
"53045",1991,85
"53046",1997,50
"53047",1991,40
"53048",1969,106
"53049",1998,80
"53050",1966,105
"53051",2003,41
"53052",2005,103
"53053",1931,78
"53054",1934,91
"53055",1996,112
"53056",1995,116
"53057",1966,7
"53058",1989,84
"53059",1986,85
"53060",1931,70
"53061",1962,93
"53062",2002,92
"53063",1977,93
"53064",1963,8
"53065",1985,93
"53066",1968,7
"53067",1990,90
"53068",1946,7
"53069",1945,6
"53070",1946,62
"53071",1959,84
"53072",1966,106
"53073",1956,105
"53074",1901,2
"53075",1958,87
"53076",1956,106
"53077",1949,78
"53078",1982,95
"53079",1999,92
"53080",2002,106
"53081",1993,92
"53082",1948,67
"53083",1936,64
"53084",1922,97
"53085",1994,111
"53086",1994,87
"53087",2002,5
"53088",1989,98
"53089",1988,95
"53090",1987,100
"53091",2000,84
"53092",1970,110
"53093",1999,95
"53094",1985,88
"53095",1953,75
"53096",2001,95
"53097",1962,93
"53098",1983,92
"53099",1993,106
"53100",1979,90
"53101",2002,118
"53102",2003,88
"53103",2001,13
"53104",1970,95
"53105",1931,73
"53106",1993,8
"53107",1935,65
"53108",1950,75
"53109",1981,81
"53110",1997,101
"53111",1949,78
"53112",2003,108
"53113",1999,17
"53114",2003,88
"53115",1987,96
"53116",1987,114
"53117",1972,109
"53118",1982,109
"53119",1997,57
"53120",1974,116
"53121",1988,84
"53122",1996,84
"53123",1942,80
"53124",1968,91
"53125",1990,100
"53126",1963,86
"53127",1981,113
"53128",2004,102
"53129",1954,100
"53130",2004,101
"53131",2001,105
"53132",1957,96
"53133",1963,105
"53134",1942,80
"53135",2004,102
"53136",1963,88
"53137",1998,85
"53138",1977,115
"53139",1997,100
"53140",1963,95
"53141",1965,25
"53142",1994,95
"53143",1936,56
"53144",1958,90
"53145",2001,94
"53146",1985,85
"53147",1934,110
"53148",1950,96
"53149",1972,94
"53150",1985,115
"53151",1997,91
"53152",2002,95
"53153",1980,35
"53154",1952,82
"53155",1976,117
"53156",1949,76
"53157",1961,95
"53158",1955,92
"53159",1999,85
"53160",1955,71
"53161",1959,81
"53162",2003,53
"53163",1985,104
"53164",1953,93
"53165",1987,90
"53166",1948,126
"53167",1928,10
"53168",1980,108
"53169",1998,82
"53170",1995,90
"53171",1997,103
"53172",2002,108
"53173",1983,81
"53174",1976,100
"53175",1966,16
"53176",1956,7
"53177",1945,128
"53178",1998,30
"53179",1952,7
"53180",1943,5
"53181",1989,89
"53182",2001,89
"53183",1999,91
"53184",2000,147
"53185",1996,95
"53186",2003,7
"53187",1974,108
"53188",1997,125
"53189",2003,101
"53190",2000,15
"53191",1997,86
"53192",2004,93
"53193",2004,98
"53194",1958,68
"53195",1971,98
"53196",1968,87
"53197",1967,85
"53198",1968,92
"53199",2001,84
"53200",2004,80
"53201",1990,96
"53202",1998,50
"53203",2003,19
"53204",1997,88
"53205",1996,27
"53206",1999,98
"53207",1983,91
"53208",1967,92
"53209",1952,90
"53210",1955,101
"53211",1933,65
"53212",1952,118
"53213",1961,90
"53214",1948,120
"53215",1957,100
"53216",1942,136
"53217",1993,91
"53218",1968,100
"53219",1992,101
"53220",1929,90
"53221",1986,90
"53222",1927,95
"53223",1994,23
"53224",1998,54
"53225",1992,90
"53226",1965,80
"53227",1997,109
"53228",1993,118
"53229",1997,90
"53230",1998,103
"53231",1934,57
"53232",1966,92
"53233",1967,79
"53234",2003,105
"53235",1955,109
"53236",1984,91
"53237",1997,98
"53238",1976,88
"53239",1994,107
"53240",1944,20
"53241",1974,170
"53242",1948,7
"53243",2004,9
"53244",1964,98
"53245",1929,113
"53246",1941,7
"53247",1932,56
"53248",1972,85
"53249",1993,120
"53250",1980,164
"53251",1974,60
"53252",2002,80
"53253",1960,130
"53254",1994,9
"53255",2001,94
"53256",2002,99
"53257",2001,23
"53258",2000,95
"53259",1992,48
"53260",1965,104
"53261",1980,121
"53262",2001,90
"53263",1956,95
"53264",1965,3
"53265",1984,100
"53266",1984,94
"53267",1958,120
"53268",1999,89
"53269",1973,89
"53270",1990,82
"53271",1952,8
"53272",1986,98
"53273",1982,91
"53274",1959,7
"53275",1998,19
"53276",1953,16
"53277",1988,90
"53278",1989,173
"53279",1965,77
"53280",1992,93
"53281",1940,9
"53282",2000,93
"53283",1996,94
"53284",1994,96
"53285",2001,100
"53286",1950,68
"53287",2002,96
"53288",1985,137
"53289",1915,59
"53290",2003,112
"53291",2004,170
"53292",1969,110
"53293",1971,97
"53294",1934,20
"53295",1995,187
"53296",1937,90
"53297",2001,82
"53298",2002,8
"53299",1950,91
"53300",2003,102
"53301",1974,84
"53302",1998,93
"53303",1961,118
"53304",1964,94
"53305",1996,90
"53306",1905,13
"53307",1965,13
"53308",1935,10
"53309",1960,6
"53310",1985,108
"53311",1914,14
"53312",2004,4
"53313",1998,90
"53314",1975,91
"53315",2000,91
"53316",1991,85
"53317",1967,126
"53318",1959,16
"53319",1972,94
"53320",1940,66
"53321",1918,23
"53322",1950,67
"53323",2004,115
"53324",1952,7
"53325",2003,78
"53326",1950,95
"53327",1957,93
"53328",1905,3
"53329",1999,94
"53330",2000,5
"53331",1990,87
"53332",1988,102
"53333",1978,167
"53334",2003,100
"53335",2002,77
"53336",1970,105
"53337",1987,12
"53338",1963,95
"53339",1935,110
"53340",1963,22
"53341",2001,112
"53342",1935,75
"53343",1989,120
"53344",1982,86
"53345",2000,116
"53346",1970,93
"53347",1981,94
"53348",2000,93
"53349",2004,95
"53350",1993,100
"53351",1994,99
"53352",1983,117
"53353",2001,95
"53354",1972,92
"53355",1921,26
"53356",1953,120
"53357",1961,91
"53358",1961,95
"53359",2001,75
"53360",2004,102
"53361",1988,106
"53362",1996,120
"53363",1996,105
"53364",1997,85
"53365",2002,95
"53366",1971,110
"53367",1971,99
"53368",1986,82
"53369",1990,95
"53370",1994,76
"53371",1958,84
"53372",1936,8
"53373",1999,56
"53374",1980,85
"53375",1994,93
"53376",2004,82
"53377",1988,87
"53378",1944,7
"53379",1996,108
"53380",1982,96
"53381",2004,63
"53382",1993,80
"53383",1999,109
"53384",1970,84
"53385",1982,89
"53386",1989,105
"53387",1957,81
"53388",1998,10
"53389",1998,119
"53390",1989,91
"53391",1975,95
"53392",1994,85
"53393",2002,7
"53394",1982,100
"53395",1953,94
"53396",1970,87
"53397",1993,86
"53398",1992,40
"53399",1967,118
"53400",1973,110
"53401",1955,81
"53402",1952,95
"53403",1993,98
"53404",1949,91
"53405",1952,80
"53406",1960,109
"53407",1996,102
"53408",2005,98
"53409",1953,110
"53410",1993,90
"53411",1939,87
"53412",2001,102
"53413",1990,75
"53414",1948,66
"53415",1972,99
"53416",1936,75
"53417",1985,111
"53418",1932,83
"53419",1989,100
"53420",1953,85
"53421",1939,60
"53422",1937,63
"53423",1948,55
"53424",1953,91
"53425",1997,114
"53426",1966,112
"53427",1987,86
"53428",1969,97
"53429",1955,99
"53430",2001,85
"53431",2003,80
"53432",1999,90
"53433",1987,91
"53434",1964,80
"53435",1995,88
"53436",1949,102
"53437",2004,162
"53438",1941,8
"53439",1972,89
"53440",1948,8
"53441",2001,9
"53442",1976,90
"53443",1954,11
"53444",1974,82
"53445",1974,91
"53446",1999,3
"53447",2004,10
"53448",1989,105
"53449",1989,100
"53450",1996,118
"53451",2001,97
"53452",1991,111
"53453",1937,85
"53454",1981,110
"53455",1989,76
"53456",1999,14
"53457",1996,94
"53458",1999,127
"53459",1998,103
"53460",1981,81
"53461",1945,87
"53462",1969,128
"53463",1997,92
"53464",1991,93
"53465",1994,141
"53466",1997,97
"53467",2002,75
"53468",2000,101
"53469",1993,121
"53470",1986,90
"53471",1975,103
"53472",1991,46
"53473",1957,92
"53474",2000,89
"53475",1956,96
"53476",1943,94
"53477",1930,71
"53478",1995,85
"53479",1983,96
"53480",1982,103
"53481",1991,106
"53482",1998,103
"53483",2003,6
"53484",2001,75
"53485",1966,103
"53486",1990,107
"53487",1989,104
"53488",1993,120
"53489",1996,97
"53490",2002,104
"53491",2004,100
"53492",1957,15
"53493",1946,63
"53494",1964,102
"53495",1958,107
"53496",1930,67
"53497",2003,12
"53498",1997,106
"53499",1999,11
"53500",1986,90
"53501",2000,15
"53502",2002,96
"53503",1978,132
"53504",1993,94
"53505",1966,88
"53506",1991,75
"53507",1994,101
"53508",2001,10
"53509",1972,92
"53510",2004,95
"53511",1971,105
"53512",1994,91
"53513",1994,316
"53514",1981,103
"53515",1966,76
"53516",1991,104
"53517",1990,134
"53518",1999,91
"53519",1973,90
"53520",1980,144
"53521",1996,87
"53522",1936,89
"53523",1998,114
"53524",1984,97
"53525",2001,131
"53526",1996,100
"53527",1993,109
"53528",1961,91
"53529",1935,74
"53530",1997,109
"53531",1988,93
"53532",1988,93
"53533",1938,87
"53534",1998,120
"53535",1979,19
"53536",2003,90
"53537",2004,98
"53538",1983,96
"53539",1961,148
"53540",2004,92
"53541",2004,115
"53542",1998,104
"53543",1999,4
"53544",1984,97
"53545",1999,29
"53546",1947,10
"53547",2003,113
"53548",2001,81
"53549",1981,90
"53550",2002,96
"53551",1988,110
"53552",1978,110
"53553",1936,78
"53554",2001,13
"53555",1995,35
"53556",1972,87
"53557",1998,15
"53558",1985,112
"53559",1993,90
"53560",1999,50
"53561",1933,86
"53562",1940,77
"53563",1956,7
"53564",1940,7
"53565",1990,105
"53566",1992,97
"53567",2001,105
"53568",1992,105
"53569",1993,110
"53570",1951,93
"53571",1984,100
"53572",1992,78
"53573",1998,15
"53574",2004,92
"53575",1964,115
"53576",1981,93
"53577",1942,7
"53578",1938,77
"53579",1994,94
"53580",2000,102
"53581",1949,90
"53582",2003,127
"53583",2004,108
"53584",2003,105
"53585",2004,150
"53586",1967,77
"53587",1983,82
"53588",1991,90
"53589",1991,4
"53590",1999,5
"53591",1953,79
"53592",1946,57
"53593",1925,82
"53594",1999,102
"53595",1935,61
"53596",2002,160
"53597",1989,7
"53598",1969,90
"53599",1990,91
"53600",1990,107
"53601",1992,69
"53602",1960,106
"53603",2001,102
"53604",1984,71
"53605",1944,75
"53606",2000,94
"53607",1976,95
"53608",1995,100
"53609",1906,9
"53610",1997,12
"53611",1958,98
"53612",1933,72
"53613",2001,188
"53614",1933,72
"53615",1935,94
"53616",2001,35
"53617",2001,98
"53618",1955,121
"53619",1985,228
"53620",1980,105
"53621",1984,95
"53622",2001,100
"53623",2002,92
"53624",2003,90
"53625",1997,95
"53626",1988,101
"53627",1981,94
"53628",2004,63
"53629",2003,89
"53630",2000,87
"53631",1997,99
"53632",2002,115
"53633",1953,92
"53634",1972,105
"53635",2005,130
"53636",1968,92
"53637",1977,85
"53638",1985,102
"53639",1981,80
"53640",1999,22
"53641",1973,112
"53642",1929,57
"53643",1980,95
"53644",1968,89
"53645",1933,79
"53646",2000,86
"53647",2001,96
"53648",1994,95
"53649",1935,80
"53650",1953,81
"53651",1952,7
"53652",1940,83
"53653",1993,60
"53654",1987,90
"53655",1994,90
"53656",1941,81
"53657",1989,97
"53658",1996,101
"53659",2001,109
"53660",1952,85
"53661",1977,119
"53662",1997,91
"53663",1996,5
"53664",2000,35
"53665",1992,90
"53666",1985,96
"53667",2004,100
"53668",1929,9
"53669",1980,119
"53670",1990,100
"53671",1993,100
"53672",2003,103
"53673",1997,87
"53674",1989,131
"53675",1985,102
"53676",2001,99
"53677",1992,93
"53678",1960,120
"53679",1977,105
"53680",1995,88
"53681",1992,90
"53682",1972,88
"53683",1973,87
"53684",1942,90
"53685",1983,90
"53686",1974,105
"53687",1999,107
"53688",1995,11
"53689",1982,93
"53690",2002,98
"53691",2003,91
"53692",1981,102
"53693",1979,110
"53694",2002,135
"53695",1959,7
"53696",1951,7
"53697",1957,7
"53698",1959,6
"53699",1956,7
"53700",1947,7
"53701",1957,6
"53702",1955,8
"53703",1951,7
"53704",1910,12
"53705",1987,117
"53706",1996,134
"53707",2001,83
"53708",1970,94
"53709",1939,64
"53710",1994,75
"53711",1960,83
"53712",1927,85
"53713",1995,129
"53714",1984,65
"53715",1949,132
"53716",2002,88
"53717",1934,91
"53718",1993,92
"53719",1934,89
"53720",2004,5
"53721",1914,10
"53722",1961,102
"53723",1965,88
"53724",1991,92
"53725",2003,119
"53726",1945,76
"53727",1988,85
"53728",1962,89
"53729",2001,80
"53730",1933,20
"53731",1987,85
"53732",1953,75
"53733",1983,75
"53734",1964,49
"53735",1985,111
"53736",1963,120
"53737",1998,94
"53738",1973,84
"53739",1982,102
"53740",1983,120
"53741",1958,120
"53742",1950,67
"53743",1963,104
"53744",1997,50
"53745",1995,15
"53746",1997,91
"53747",1947,71
"53748",1941,57
"53749",1977,146
"53750",2000,76
"53751",1942,85
"53752",1986,79
"53753",1999,111
"53754",1946,18
"53755",1992,135
"53756",1994,93
"53757",2003,34
"53758",1997,99
"53759",1955,73
"53760",1968,6
"53761",1969,98
"53762",2003,89
"53763",1988,105
"53764",1971,87
"53765",1937,7
"53766",1992,74
"53767",2003,97
"53768",1961,86
"53769",1961,10
"53770",1968,90
"53771",1986,85
"53772",1991,86
"53773",1996,100
"53774",1974,85
"53775",1994,90
"53776",1990,90
"53777",1995,85
"53778",1968,118
"53779",1987,91
"53780",1996,14
"53781",1994,90
"53782",1990,93
"53783",1996,113
"53784",1993,59
"53785",1932,70
"53786",1936,64
"53787",1934,75
"53788",1927,93
"53789",1995,85
"53790",1995,89
"53791",1993,27
"53792",1935,10
"53793",2000,90
"53794",2004,109
"53795",1988,87
"53796",1993,93
"53797",2001,93
"53798",2003,12
"53799",1952,7
"53800",2000,90
"53801",2003,90
"53802",2004,104
"53803",2000,94
"53804",1995,99
"53805",2001,119
"53806",1945,32
"53807",1960,88
"53808",2000,109
"53809",2004,101
"53810",1950,92
"53811",1969,112
"53812",1998,24
"53813",1997,84
"53814",1944,124
"53815",1940,73
"53816",1948,7
"53817",1952,7
"53818",1938,60
"53819",1946,90
"53820",1948,86
"53821",1988,87
"53822",1999,89
"53823",1935,17
"53824",2000,102
"53825",1988,85
"53826",1996,96
"53827",1990,138
"53828",1963,93
"53829",1963,81
"53830",1953,7
"53831",1961,105
"53832",2002,8
"53833",1951,61
"53834",1961,96
"53835",2002,109
"53836",2003,11
"53837",1988,104
"53838",1951,8
"53839",1947,99
"53840",1995,118
"53841",1970,116
"53842",1999,88
"53843",1995,35
"53844",1945,66
"53845",1973,100
"53846",1961,109
"53847",1955,7
"53848",1932,67
"53849",2000,103
"53850",1946,112
"53851",1993,85
"53852",1946,93
"53853",2003,40
"53854",2003,14
"53855",1928,21
"53856",1964,87
"53857",2000,94
"53858",1951,106
"53859",1936,10
"53860",2002,90
"53861",1960,78
"53862",2002,101
"53863",1952,6
"53864",1962,107
"53865",1943,76
"53866",1950,92
"53867",1999,96
"53868",1946,98
"53869",1967,98
"53870",1962,89
"53871",1967,111
"53872",1962,119
"53873",1941,7
"53874",1936,74
"53875",1997,16
"53876",1936,76
"53877",1951,75
"53878",1983,88
"53879",1965,107
"53880",1988,87
"53881",1950,7
"53882",1998,81
"53883",1934,7
"53884",1941,90
"53885",1932,64
"53886",1918,11
"53887",1956,71
"53888",1934,8
"53889",1958,93
"53890",1971,105
"53891",1976,115
"53892",1994,120
"53893",1953,84
"53894",1976,87
"53895",1993,92
"53896",1947,128
"53897",1999,89
"53898",1963,73
"53899",2004,81
"53900",1996,102
"53901",1993,90
"53902",1969,88
"53903",2003,50
"53904",2000,6
"53905",1996,55
"53906",1957,115
"53907",1940,70
"53908",2000,10
"53909",1999,92
"53910",1963,96
"53911",1962,150
"53912",2002,95
"53913",2003,94
"53914",1969,94
"53915",1998,47
"53916",1999,102
"53917",1999,100
"53918",1998,100
"53919",1997,125
"53920",1984,77
"53921",1971,94
"53922",1987,92
"53923",1984,95
"53924",1936,71
"53925",2000,116
"53926",2005,120
"53927",1973,99
"53928",1993,79
"53929",1998,131
"53930",1999,90
"53931",1997,127
"53932",1988,99
"53933",1983,85
"53934",1984,30
"53935",1985,55
"53936",1983,60
"53937",1979,89
"53938",1974,80
"53939",1980,93
"53940",1989,97
"53941",1933,16
"53942",1942,46
"53943",1983,104
"53944",2004,87
"53945",1958,19
"53946",1979,99
"53947",1995,94
"53948",1990,123
"53949",1956,104
"53950",2002,32
"53951",1966,91
"53952",1970,96
"53953",1969,99
"53954",1967,93
"53955",1970,94
"53956",1961,74
"53957",1959,90
"53958",1978,105
"53959",1977,135
"53960",1991,92
"53961",1995,100
"53962",1992,95
"53963",1971,112
"53964",1992,90
"53965",1967,97
"53966",2000,81
"53967",1992,123
"53968",1953,94
"53969",1959,94
"53970",1999,14
"53971",1963,120
"53972",1966,93
"53973",1939,9
"53974",1997,81
"53975",1999,20
"53976",1997,92
"53977",2003,92
"53978",1979,92
"53979",1984,97
"53980",1966,75
"53981",1955,123
"53982",1959,119
"53983",1934,118
